STN_NM,TM,SUM_RN
Jeonju,2017-05-01,61.0
Jeonju,2017-06-01,88.5
Jeonju,2017-07-01,245.0
Jeonju,2017-08-01,208.8
Jeonju,2017-09-01,210.7
Jeonju,2017-10-01,207.6
Jeonju,2017-11-01,147.1
Jeonju,2017-12-01,141.4
Jeonju,2018-01-01,121.6
Jeonju,2018-02-01,109.7
Jeonju,2018-03-01,22.9
Jeonju,2018-04-01,76.1
Jeonju,2018-05-01,81.4
Jeonju,2018-06-01,160.3
Jeonju,2018-07-01,222.0
Jeonju,2018-08-01,187.5
Jeonju,2018-09-01,207.5
Jeonju,2018-10-01,206.5
Jeonju,2018-11-01,160.3
Jeonju,2018-12-01,131.8
Jeonju,2019-01-01,109.2
Jeonju,2019-02-01,105.0
Jeonju,2019-03-01,29.7
Jeonju,2019-04-01,24.9
Jeonju,2019-05-01,86.2
Jeonju,2019-06-01,132.1
Jeonju,2019-07-01,126.1
Jeonju,2019-08-01,229.2
Jeonju,2019-09-01,248.1
Jeonju,2019-10-01,144.3
Jeonju,2019-11-01,143.7
Jeonju,2019-12-01,107.8
Jeonju,2020-01-01,56.7
Jeonju,2020-02-01,39.1
Jeonju,2020-03-01,73.8
Jeonju,2020-04-01,0.0
Jeonju,2020-05-01,69.5
Jeonju,2020-06-01,115.2
Jeonju,2020-07-01,185.5
Jeonju,2020-08-01,267.6
Jeonju,2020-09-01,187.0
Jeonju,2020-10-01,177.7
Jeonju,2020-11-01,212.1
Jeonju,2020-12-01,137.0
Jeonju,2021-01-01,13.5
Jeonju,2021-02-01,32.7
Jeonju,2021-03-01,0.0
Jeonju,2021-04-01,19.2
Jeonju,2021-05-01,104.7
Jeonju,2021-06-01,76.3
Jeonju,2021-07-01,187.7
Jeonju,2021-08-01,161.8
Jeonju,2021-09-01,259.0
Jeonju,2021-10-01,258.2
Jeonju,2021-11-01,177.3
Jeonju,2021-12-01,148.8
Jeonju,2022-01-01,54.3
Jeonju,2022-02-01,25.1
Jeonju,2022-03-01,39.7
Jeonju,2022-04-01,65.1
Jeonju,2022-05-01,40.9
Jeonju,2022-06-01,88.6
Jeonju,2022-07-01,229.9
Jeonju,2022-08-01,248.2
Jeonju,2022-09-01,216.3
Jeonju,2022-10-01,215.7
Jeonju,2022-11-01,153.2
Jeonju,2022-12-01,155.0
Jeonju,2023-01-01,83.7
Jeonju,2023-02-01,86.2
Jeonju,2023-03-01,40.6
Jeonju,2023-04-01,42.5
Jeonju,2023-05-01,109.2
Jeonju,2023-06-01,148.0
Jeonju,2023-07-01,210.8
Jeonju,2023-08-01,235.4
Jeonju,2023-09-01,210.0
Jeonju,2023-10-01,207.1
Jeonju,2023-11-01,182.3
Jeonju,2023-12-01,98.0
Jeonju,2024-01-01,81.0
Jeonju,2024-02-01,54.5
Jeonju,2024-03-01,45.2
Jeonju,2024-04-01,15.5
Jeonju,2024-05-01,81.2
Jeonju,2024-06-01,134.7
Jeonju,2024-07-01,162.4
Jeonju,2024-08-01,195.9
Jeonju,2024-09-01,181.5
Jeonju,2024-10-01,225.6
Jeonju,2024-11-01,98.3
Jeonju,2024-12-01,118.2
Jeonju,2025-01-01,53.6
Jeonju,2025-02-01,23.6
Jeonju,2025-03-01,6.5
Jeonju,2025-04-01,93.1
Jeonju,2025-05-01,36.9
Jeonju,2025-06-01,95.7
Jeonju,2025-07-01,159.9
Jeonju,2025-08-01,172.0
Jeonju,2025-09-01,232.0
Jeonju,2025-10-01,230.4
Jeonju,2025-11-01,234.7
Jeonju,2025-12-01,72.5
Gwangju,2001-01-01,112.4
Gwangju,2001-02-01,45.1
Gwangju,2001-03-01,0.0
Gwangju,2001-04-01,2.4
Gwangju,2001-05-01,78.4
Gwangju,2001-06-01,93.9
Gwangju,2001-07-01,173.8
Gwangju,2001-08-01,172.8
Gwangju,2001-09-01,215.2
Gwangju,2001-10-01,217.9
Gwangju,2001-11-01,198.7
Gwangju,2001-12-01,85.5
Gwangju,2002-01-01,62.0
Gwangju,2002-02-01,0.0
Gwangju,2002-03-01,59.6
Gwangju,2002-04-01,58.9
Gwangju,2002-05-01,110.2
Gwangju,2002-06-01,179.3
Gwangju,2002-07-01,189.5
Gwangju,2002-08-01,254.2
Gwangju,2002-09-01,192.0
Gwangju,2002-10-01,160.1
Gwangju,2002-11-01,151.4
Gwangju,2002-12-01,103.1
Gwangju,2003-01-01,55.0
Gwangju,2003-02-01,25.5
Gwangju,2003-03-01,0.0
Gwangju,2003-04-01,56.4
Gwangju,2003-05-01,39.9
Gwangju,2003-06-01,95.7
Gwangju,2003-07-01,170.5
Gwangju,2003-08-01,201.2
Gwangju,2003-09-01,195.4
Gwangju,2003-10-01,218.5
Gwangju,2003-11-01,155.3
Gwangju,2003-12-01,133.9
Gwangju,2004-01-01,33.5
Gwangju,2004-02-01,14.1
Gwangju,2004-03-01,0.0
Gwangju,2004-04-01,63.2
Gwangju,2004-05-01,46.9
Gwangju,2004-06-01,77.5
Gwangju,2004-07-01,166.0
Gwangju,2004-08-01,202.4
Gwangju,2004-09-01,221.5
Gwangju,2004-10-01,263.6
Gwangju,2004-11-01,126.8
Gwangju,2004-12-01,94.4
Gwangju,2005-01-01,91.8
Gwangju,2005-02-01,39.5
Gwangju,2005-03-01,0.0
Gwangju,2005-04-01,0.0
Gwangju,2005-05-01,116.6
Gwangju,2005-06-01,85.5
Gwangju,2005-07-01,107.4
Gwangju,2005-08-01,214.7
Gwangju,2005-09-01,150.9
Gwangju,2005-10-01,155.6
Gwangju,2005-11-01,129.2
Gwangju,2005-12-01,112.7
Gwangju,2006-01-01,60.2
Gwangju,2006-02-01,56.8
Gwangju,2006-03-01,70.8
Gwangju,2006-04-01,18.9
Gwangju,2006-05-01,143.8
Gwangju,2006-06-01,139.4
Gwangju,2006-07-01,162.9
Gwangju,2006-08-01,169.9
Gwangju,2006-09-01,258.1
Gwangju,2006-10-01,222.9
Gwangju,2006-11-01,188.7
Gwangju,2006-12-01,44.6
Gwangju,2007-01-01,118.6
Gwangju,2007-02-01,4.8
Gwangju,2007-03-01,0.0
Gwangju,2007-04-01,34.7
Gwangju,2007-05-01,136.0
Gwangju,2007-06-01,143.9
Gwangju,2007-07-01,188.2
Gwangju,2007-08-01,217.6
Gwangju,2007-09-01,211.5
Gwangju,2007-10-01,188.7
Gwangju,2007-11-01,101.1
Gwangju,2007-12-01,129.2
Gwangju,2008-01-01,40.9
Gwangju,2008-02-01,11.4
Gwangju,2008-03-01,80.8
Gwangju,2008-04-01,0.0
Gwangju,2008-05-01,103.1
Gwangju,2008-06-01,98.8
Gwangju,2008-07-01,149.8
Gwangju,2008-08-01,201.8
Gwangju,2008-09-01,208.7
Gwangju,2008-10-01,236.7
Gwangju,2008-11-01,124.5
Gwangju,2008-12-01,192.1
Gwangju,2009-01-01,141.6
Gwangju,2009-02-01,66.8
Gwangju,2009-03-01,40.7
Gwangju,2009-04-01,30.2
Gwangju,2009-05-01,87.6
Gwangju,2009-06-01,132.6
Gwangju,2009-07-01,179.9
Gwangju,2009-08-01,230.6
Gwangju,2009-09-01,186.1
Gwangju,2009-10-01,242.5
Gwangju,2009-11-01,137.7
Gwangju,2009-12-01,67.6
Gwangju,2010-01-01,94.1
Gwangju,2010-02-01,87.5
Gwangju,2010-03-01,66.8
Gwangju,2010-04-01,23.2
Gwangju,2010-05-01,68.9
Gwangju,2010-06-01,124.4
Gwangju,2010-07-01,194.2
Gwangju,2010-08-01,190.6
Gwangju,2010-09-01,181.2
Gwangju,2010-10-01,237.5
Gwangju,2010-11-01,175.5
Gwangju,2010-12-01,96.8
Gwangju,2011-01-01,52.1
Gwangju,2011-02-01,108.0
Gwangju,2011-03-01,0.0
Gwangju,2011-04-01,16.1
Gwangju,2011-05-01,2.0
Gwangju,2011-06-01,196.9
Gwangju,2011-07-01,126.5
Gwangju,2011-08-01,198.8
Gwangju,2011-09-01,185.1
Gwangju,2011-10-01,143.7
Gwangju,2011-11-01,140.7
Gwangju,2011-12-01,122.1
Gwangju,2012-01-01,79.6
Gwangju,2012-02-01,0.0
Gwangju,2012-03-01,24.4
Gwangju,2012-04-01,27.0
Gwangju,2012-05-01,58.0
Gwangju,2012-06-01,22.8
Gwangju,2012-07-01,81.0
Gwangju,2012-08-01,156.6
Gwangju,2012-09-01,220.4
Gwangju,2012-10-01,245.0
Gwangju,2012-11-01,154.0
Gwangju,2012-12-01,104.4
Gwangju,2013-01-01,121.0
Gwangju,2013-02-01,59.2
Gwangju,2013-03-01,34.9
Gwangju,2013-04-01,78.9
Gwangju,2013-05-01,0.0
Gwangju,2013-06-01,102.2
Gwangju,2013-07-01,196.6
Gwangju,2013-08-01,217.0
Gwangju,2013-09-01,272.5
Gwangju,2013-10-01,189.4
Gwangju,2013-11-01,114.2
Gwangju,2013-12-01,81.0
Gwangju,2014-01-01,37.7
Gwangju,2014-02-01,2.1
Gwangju,2014-03-01,4.0
Gwangju,2014-04-01,0.0
Gwangju,2014-05-01,78.1
Gwangju,2014-06-01,104.9
Gwangju,2014-07-01,170.1
Gwangju,2014-08-01,214.9
Gwangju,2014-09-01,194.8
Gwangju,2014-10-01,167.3
Gwangju,2014-11-01,172.7
Gwangju,2014-12-01,126.8
Gwangju,2015-01-01,82.9
Gwangju,2015-02-01,49.4
Gwangju,2015-03-01,38.6
Gwangju,2015-04-01,0.0
Gwangju,2015-05-01,60.0
Gwangju,2015-06-01,130.1
Gwangju,2015-07-01,107.8
Gwangju,2015-08-01,268.0
Gwangju,2015-09-01,247.0
Gwangju,2015-10-01,259.4
Gwangju,2015-11-01,155.8
Gwangju,2015-12-01,154.3
Gwangju,2016-01-01,126.5
Gwangju,2016-02-01,0.6
Gwangju,2016-03-01,11.9
Gwangju,2016-04-01,6.5
Gwangju,2016-05-01,49.5
Gwangju,2016-06-01,129.8
Gwangju,2016-07-01,137.4
Gwangju,2016-08-01,226.0
Gwangju,2016-09-01,250.8
Gwangju,2016-10-01,171.7
Gwangju,2016-11-01,187.9
Gwangju,2016-12-01,158.1
Gwangju,2017-01-01,59.3
Gwangju,2017-02-01,0.0
Gwangju,2017-03-01,0.0
Gwangju,2017-04-01,0.0
Gwangju,2017-05-01,137.0
Gwangju,2017-06-01,161.2
Gwangju,2017-07-01,161.0
Gwangju,2017-08-01,231.5
Gwangju,2017-09-01,224.4
Gwangju,2017-10-01,216.3
Gwangju,2017-11-01,189.1
Gwangju,2017-12-01,125.7
Gwangju,2018-01-01,13.8
Gwangju,2018-02-01,25.3
Gwangju,2018-03-01,31.3
Gwangju,2018-04-01,66.5
Gwangju,2018-05-01,93.7
Gwangju,2018-06-01,80.7
Gwangju,2018-07-01,153.2
Gwangju,2018-08-01,212.9
Gwangju,2018-09-01,223.1
Gwangju,2018-10-01,264.0
Gwangju,2018-11-01,160.6
Gwangju,2018-12-01,99.0
Gwangju,2019-01-01,50.2
Gwangju,2019-02-01,0.0
Gwangju,2019-03-01,0.0
Gwangju,2019-04-01,51.1
Gwangju,2019-05-01,39.2
Gwangju,2019-06-01,137.1
Gwangju,2019-07-01,229.6
Gwangju,2019-08-01,240.5
Gwangju,2019-09-01,182.9
Gwangju,2019-10-01,202.6
Gwangju,2019-11-01,196.7
Gwangju,2019-12-01,143.8
Gwangju,2020-01-01,74.4
Gwangju,2020-02-01,28.8
Gwangju,2020-03-01,51.2
Gwangju,2020-04-01,17.1
Gwangju,2020-05-01,58.6
Gwangju,2020-06-01,71.0
Gwangju,2020-07-01,197.4
Gwangju,2020-08-01,217.7
Gwangju,2020-09-01,123.8
Gwangju,2020-10-01,163.8
Gwangju,2020-11-01,130.2
Gwangju,2020-12-01,88.2
Gwangju,2021-01-01,40.3
Gwangju,2021-02-01,13.0
Gwangju,2021-03-01,52.7
Gwangju,2021-04-01,40.1
Gwangju,2021-05-01,0.0
Gwangju,2021-06-01,131.6
Gwangju,2021-07-01,219.0
Gwangju,2021-08-01,152.8
Gwangju,2021-09-01,199.2
Gwangju,2021-10-01,254.9
Gwangju,2021-11-01,190.0
Gwangju,2021-12-01,108.4
Gwangju,2022-01-01,69.4
Gwangju,2022-02-01,6.5
Gwangju,2022-03-01,18.9
Gwangju,2022-04-01,43.3
Gwangju,2022-05-01,129.9
Gwangju,2022-06-01,199.2
Gwangju,2022-07-01,210.3
Gwangju,2022-08-01,112.4
Gwangju,2022-09-01,257.0
Gwangju,2022-10-01,200.3
Gwangju,2022-11-01,172.9
Gwangju,2022-12-01,114.2
Gwangju,2023-01-01,75.7
Gwangju,2023-02-01,16.5
Gwangju,2023-03-01,11.7
Gwangju,2023-04-01,16.6
Gwangju,2023-05-01,66.4
Gwangju,2023-06-01,122.1
Gwangju,2023-07-01,152.8
Gwangju,2023-08-01,189.0
Gwangju,2023-09-01,236.3
Gwangju,2023-10-01,174.8
Gwangju,2023-11-01,183.7
Gwangju,2023-12-01,119.9
Gwangju,2024-01-01,27.4
Gwangju,2024-02-01,39.6
Gwangju,2024-03-01,60.1
Gwangju,2024-04-01,31.1
Gwangju,2024-05-01,100.0
Gwangju,2024-06-01,106.1
Gwangju,2024-07-01,202.9
Gwangju,2024-08-01,154.9
Gwangju,2024-09-01,204.8
Gwangju,2024-10-01,255.9
Gwangju,2024-11-01,125.8
Gwangju,2024-12-01,154.5
Gwangju,2025-01-01,64.3
Gwangju,2025-02-01,11.7
Gwangju,2025-03-01,0.0
Gwangju,2025-04-01,43.7
Gwangju,2025-05-01,89.1
Gwangju,2025-06-01,143.2
Gwangju,2025-07-01,190.2
Gwangju,2025-08-01,188.9
Gwangju,2025-09-01,180.1
Gwangju,2025-10-01,214.2
Gwangju,2025-11-01,157.1
Gwangju,2025-12-01,106.8
Busan,2001-01-01,63.8
Busan,2001-02-01,80.1
Busan,2001-03-01,33.5
Busan,2001-04-01,78.0
Busan,2001-05-01,53.8
Busan,2001-06-01,195.5
Busan,2001-07-01,190.8
Busan,2001-08-01,227.0
Busan,2001-09-01,150.6
Busan,2001-10-01,282.9
Busan,2001-11-01,173.1
Busan,2001-12-01,81.3
Busan,2002-01-01,100.2
Busan,2002-02-01,91.2
Busan,2002-03-01,35.8
Busan,2002-04-01,0.0
Busan,2002-05-01,109.3
Busan,2002-06-01,45.1
Busan,2002-07-01,184.5
Busan,2002-08-01,171.2
Busan,2002-09-01,207.8
Busan,2002-10-01,220.8
Busan,2002-11-01,200.0
Busan,2002-12-01,148.5
Busan,2003-01-01,70.7
Busan,2003-02-01,4.6
Busan,2003-03-01,0.0
Busan,2003-04-01,63.8
Busan,2003-05-01,49.3
Busan,2003-06-01,104.5
Busan,2003-07-01,199.7
Busan,2003-08-01,226.7
Busan,2003-09-01,222.4
Busan,2003-10-01,200.4
Busan,2003-11-01,185.5
Busan,2003-12-01,190.6
Busan,2004-01-01,45.0
Busan,2004-02-01,20.3
Busan,2004-03-01,36.4
Busan,2004-04-01,29.9
Busan,2004-05-01,39.2
Busan,2004-06-01,178.0
Busan,2004-07-01,220.5
Busan,2004-08-01,135.2
Busan,2004-09-01,221.5
Busan,2004-10-01,176.4
Busan,2004-11-01,203.9
Busan,2004-12-01,107.9
Busan,2005-01-01,101.3
Busan,2005-02-01,29.7
Busan,2005-03-01,32.6
Busan,2005-04-01,32.2
Busan,2005-05-01,77.9
Busan,2005-06-01,65.1
Busan,2005-07-01,176.4
Busan,2005-08-01,168.9
Busan,2005-09-01,205.9
Busan,2005-10-01,194.7
Busan,2005-11-01,162.1
Busan,2005-12-01,180.1
Busan,2006-01-01,83.2
Busan,2006-02-01,53.4
Busan,2006-03-01,43.8
Busan,2006-04-01,0.0
Busan,2006-05-01,142.6
Busan,2006-06-01,104.0
Busan,2006-07-01,132.6
Busan,2006-08-01,175.7
Busan,2006-09-01,128.2
Busan,2006-10-01,190.7
Busan,2006-11-01,192.9
Busan,2006-12-01,136.5
Busan,2007-01-01,44.2
Busan,2007-02-01,70.3
Busan,2007-03-01,41.1
Busan,2007-04-01,68.0
Busan,2007-05-01,158.9
Busan,2007-06-01,95.4
Busan,2007-07-01,218.8
Busan,2007-08-01,213.8
Busan,2007-09-01,191.6
Busan,2007-10-01,234.5
Busan,2007-11-01,142.5
Busan,2007-12-01,154.7
Busan,2008-01-01,140.0
Busan,2008-02-01,86.4
Busan,2008-03-01,14.0
Busan,2008-04-01,97.6
Busan,2008-05-01,52.1
Busan,2008-06-01,151.5
Busan,2008-07-01,166.0
Busan,2008-08-01,156.5
Busan,2008-09-01,244.6
Busan,2008-10-01,241.6
Busan,2008-11-01,207.9
Busan,2008-12-01,152.7
Busan,2009-01-01,48.4
Busan,2009-02-01,0.0
Busan,2009-03-01,27.7
Busan,2009-04-01,58.4
Busan,2009-05-01,109.2
Busan,2009-06-01,83.6
Busan,2009-07-01,132.0
Busan,2009-08-01,196.7
Busan,2009-09-01,211.0
Busan,2009-10-01,265.8
Busan,2009-11-01,160.1
Busan,2009-12-01,67.3
Busan,2010-01-01,77.5
Busan,2010-02-01,39.8
Busan,2010-03-01,59.7
Busan,2010-04-01,0.0
Busan,2010-05-01,49.5
Busan,2010-06-01,77.6
Busan,2010-07-01,128.1
Busan,2010-08-01,165.4
Busan,2010-09-01,174.3
Busan,2010-10-01,194.4
Busan,2010-11-01,94.4
Busan,2010-12-01,175.2
Busan,2011-01-01,111.5
Busan,2011-02-01,0.0
Busan,2011-03-01,5.7
Busan,2011-04-01,77.0
Busan,2011-05-01,53.2
Busan,2011-06-01,165.2
Busan,2011-07-01,198.7
Busan,2011-08-01,190.9
Busan,2011-09-01,199.3
Busan,2011-10-01,239.6
Busan,2011-11-01,111.9
Busan,2011-12-01,125.1
Busan,2012-01-01,49.3
Busan,2012-02-01,47.8
Busan,2012-03-01,81.0
Busan,2012-04-01,45.1
Busan,2012-05-01,63.9
Busan,2012-06-01,61.0
Busan,2012-07-01,162.8
Busan,2012-08-01,121.4
Busan,2012-09-01,237.4
Busan,2012-10-01,261.2
Busan,2012-11-01,152.1
Busan,2012-12-01,184.4
Busan,2013-01-01,15.3
Busan,2013-02-01,61.8
Busan,2013-03-01,64.9
Busan,2013-04-01,83.8
Busan,2013-05-01,86.9
Busan,2013-06-01,93.3
Busan,2013-07-01,191.4
Busan,2013-08-01,188.1
Busan,2013-09-01,156.8
Busan,2013-10-01,200.2
Busan,2013-11-01,146.2
Busan,2013-12-01,94.8
Busan,2014-01-01,114.7
Busan,2014-02-01,0.0
Busan,2014-03-01,0.0
Busan,2014-04-01,10.6
Busan,2014-05-01,66.5
Busan,2014-06-01,117.6
Busan,2014-07-01,141.7
Busan,2014-08-01,203.4
Busan,2014-09-01,172.9
Busan,2014-10-01,185.1
Busan,2014-11-01,131.1
Busan,2014-12-01,148.7
Busan,2015-01-01,117.9
Busan,2015-02-01,83.3
Busan,2015-03-01,49.2
Busan,2015-04-01,43.7
Busan,2015-05-01,91.4
Busan,2015-06-01,126.1
Busan,2015-07-01,207.9
Busan,2015-08-01,244.7
Busan,2015-09-01,251.8
Busan,2015-10-01,227.2
Busan,2015-11-01,178.3
Busan,2015-12-01,129.3
Busan,2016-01-01,75.7
Busan,2016-02-01,9.3
Busan,2016-03-01,1.2
Busan,2016-04-01,50.2
Busan,2016-05-01,64.3
Busan,2016-06-01,153.1
Busan,2016-07-01,155.2
Busan,2016-08-01,166.9
Busan,2016-09-01,210.4
Busan,2016-10-01,211.7
Busan,2016-11-01,171.0
Busan,2016-12-01,166.6
Busan,2017-01-01,120.4
Busan,2017-02-01,46.0
Busan,2017-03-01,0.0
Busan,2017-04-01,48.0
Busan,2017-05-01,120.5
Busan,2017-06-01,116.9
Busan,2017-07-01,122.6
Busan,2017-08-01,192.5
Busan,2017-09-01,217.5
Busan,2017-10-01,168.6
Busan,2017-11-01,167.4
Busan,2017-12-01,152.4
Busan,2018-01-01,89.2
Busan,2018-02-01,54.6
Busan,2018-03-01,3.0
Busan,2018-04-01,87.0
Busan,2018-05-01,24.1
Busan,2018-06-01,118.9
Busan,2018-07-01,188.2
Busan,2018-08-01,176.6
Busan,2018-09-01,297.2
Busan,2018-10-01,156.9
Busan,2018-11-01,132.4
Busan,2018-12-01,83.0
Busan,2019-01-01,39.7
Busan,2019-02-01,82.0
Busan,2019-03-01,77.0
Busan,2019-04-01,68.1
Busan,2019-05-01,74.4
Busan,2019-06-01,184.9
Busan,2019-07-01,123.4
Busan,2019-08-01,202.2
Busan,2019-09-01,174.5
Busan,2019-10-01,219.2
Busan,2019-11-01,124.2
Busan,2019-12-01,135.7
Busan,2020-01-01,94.8
Busan,2020-02-01,0.0
Busan,2020-03-01,39.2
Busan,2020-04-01,63.2
Busan,2020-05-01,0.0
Busan,2020-06-01,153.2
Busan,2020-07-01,191.6
Busan,2020-08-01,238.7
Busan,2020-09-01,224.4
Busan,2020-10-01,167.2
Busan,2020-11-01,234.6
Busan,2020-12-01,125.6
Busan,2021-01-01,89.5
Busan,2021-02-01,0.0
Busan,2021-03-01,102.6
Busan,2021-04-01,16.7
Busan,2021-05-01,87.1
Busan,2021-06-01,123.3
Busan,2021-07-01,217.0
Busan,2021-08-01,218.5
Busan,2021-09-01,234.0
Busan,2021-10-01,240.8
Busan,2021-11-01,206.6
Busan,2021-12-01,164.8
Busan,2022-01-01,104.1
Busan,2022-02-01,0.8
Busan,2022-03-01,18.3
Busan,2022-04-01,55.7
Busan,2022-05-01,116.4
Busan,2022-06-01,132.8
Busan,2022-07-01,152.6
Busan,2022-08-01,168.0
Busan,2022-09-01,254.6
Busan,2022-10-01,158.9
Busan,2022-11-01,169.6
Busan,2022-12-01,116.6
Busan,2023-01-01,49.6
Busan,2023-02-01,24.0
Busan,2023-03-01,35.2
Busan,2023-04-01,31.2
Busan,2023-05-01,82.3
Busan,2023-06-01,146.4
Busan,2023-07-01,167.7
Busan,2023-08-01,185.0
Busan,2023-09-01,201.2
Busan,2023-10-01,122.9
Busan,2023-11-01,178.4
Busan,2023-12-01,159.3
Busan,2024-01-01,69.5
Busan,2024-02-01,0.9
Busan,2024-03-01,0.0
Busan,2024-04-01,20.4
Busan,2024-05-01,46.5
Busan,2024-06-01,133.9
Busan,2024-07-01,212.0
Busan,2024-08-01,234.7
Busan,2024-09-01,212.1
Busan,2024-10-01,168.9
Busan,2024-11-01,144.2
Busan,2024-12-01,196.9
Busan,2025-01-01,88.5
Busan,2025-02-01,13.0
Busan,2025-03-01,32.4
Busan,2025-04-01,55.8
Busan,2025-05-01,72.5
Busan,2025-06-01,103.3
Busan,2025-07-01,166.9
Busan,2025-08-01,145.8
Busan,2025-09-01,292.9
Busan,2025-10-01,181.5
Busan,2025-11-01,219.5
Busan,2025-12-01,132.0
