STN,STN_NM,TM,SUM_RN,AVG_TA,MIN_TA,MAX_TA,AVG_RHM,AVG_PA,AVG_PV,AVG_WS,SUM_SS,SUM_SR
133,Daejeon,2025-04-01,55.9,10.6,6.0,15.3,56.1,1005.7,19.3,2.81,142.7,324.8
133,Daejeon,2025-05-01,72.6,18.5,13.8,23.7,61.7,1006.3,26.2,1.78,144.5,380.7
133,Daejeon,2025-06-01,132.4,20.8,17.7,26.3,66.5,1007.8,26.8,2.49,188.9,494.4
133,Daejeon,2025-07-01,252.2,22.1,17.0,27.4,69.1,999.2,25.3,2.2,233.7,622.1
133,Daejeon,2025-08-01,185.1,23.0,18.7,28.4,72.1,1002.2,27.1,2.27,195.1,565.6
133,Daejeon,2025-09-01,217.0,15.4,11.5,20.5,74.2,1004.0,22.4,2.24,229.8,508.8
133,Daejeon,2025-10-01,213.7,12.2,8.6,18.1,77.9,1002.4,24.7,2.34,203.0,464.7
133,Daejeon,2025-11-01,144.5,8.9,5.5,14.1,73.5,999.4,16.4,2.21,201.8,411.8
133,Daejeon,2025-12-01,185.6,5.9,1.6,10.5,70.7,1003.7,17.3,3.02,150.1,271.1
143,Daegu,2001-01-01,93.6,0.8,-3.6,6.7,64.3,1005.9,13.1,2.47,116.5,415.9
143,Daegu,2001-02-01,43.7,2.6,-1.2,8.4,57.8,1000.4,16.7,2.66,135.8,221.2
143,Daegu,2001-03-01,31.1,8.8,3.1,13.4,58.4,1003.6,17.5,2.34,146.9,136.9
143,Daegu,2001-04-01,0.0,13.9,10.8,19.5,53.4,1001.4,21.3,2.52,117.7,243.6
143,Daegu,2001-05-01,62.5,17.2,13.4,22.8,53.1,1001.2,23.8,2.35,200.9,344.0
143,Daegu,2001-06-01,71.6,20.7,17.3,26.2,54.1,1003.4,23.9,1.82,234.1,452.1
143,Daegu,2001-07-01,208.2,22.6,18.0,28.0,55.7,998.1,25.8,2.55,187.2,552.7
143,Daegu,2001-08-01,163.5,22.0,17.9,27.0,74.7,1004.5,26.8,2.26,310.6,506.9
143,Daegu,2001-09-01,197.0,18.7,14.9,24.4,77.8,994.4,26.6,2.32,263.1,433.9
143,Daegu,2001-10-01,211.8,11.7,8.3,17.1,78.3,998.9,20.5,2.33,222.4,549.4
143,Daegu,2001-11-01,173.3,5.7,1.0,11.0,81.2,991.6,17.6,2.77,175.4,372.4
143,Daegu,2001-12-01,111.2,5.4,-0.0,10.2,70.8,999.7,18.8,1.78,136.1,275.7
143,Daegu,2002-01-01,148.0,0.9,-1.7,6.9,66.6,1006.8,18.9,2.96,132.7,190.6
143,Daegu,2002-02-01,95.1,3.9,-1.5,8.8,54.6,1001.7,16.0,2.69,110.3,144.0
143,Daegu,2002-03-01,0.0,8.5,3.3,13.3,53.0,1004.9,20.8,2.09,130.3,301.6
143,Daegu,2002-04-01,11.1,12.3,8.8,18.0,53.6,1003.2,21.8,1.93,150.2,392.9
143,Daegu,2002-05-01,145.7,19.5,15.0,25.0,52.9,1003.9,23.4,1.71,171.4,443.4
143,Daegu,2002-06-01,130.6,21.8,17.2,27.3,60.9,1001.5,25.8,3.1,213.6,492.6
143,Daegu,2002-07-01,171.6,22.7,18.6,27.7,63.2,1002.0,24.6,2.44,246.6,543.2
143,Daegu,2002-08-01,132.5,22.7,17.4,27.6,73.7,997.0,27.4,2.38,183.3,590.7
143,Daegu,2002-09-01,201.3,16.3,12.3,22.1,73.7,995.5,25.0,2.3,213.7,488.2
143,Daegu,2002-10-01,229.7,11.0,5.7,15.9,75.2,998.8,19.0,2.4,215.9,442.9
143,Daegu,2002-11-01,164.8,9.4,5.7,14.4,72.1,999.1,19.6,2.18,149.6,479.5
143,Daegu,2002-12-01,152.7,1.4,-2.7,6.2,70.0,1009.7,16.0,2.52,124.5,339.5
143,Daegu,2003-01-01,28.3,4.6,1.4,10.1,67.8,1012.5,16.7,2.62,117.2,249.2
143,Daegu,2003-02-01,0.0,4.5,-0.1,9.3,52.7,1002.4,18.6,2.3,115.7,170.0
143,Daegu,2003-03-01,0.0,5.5,1.1,10.1,55.0,1000.3,16.3,2.22,126.8,212.4
143,Daegu,2003-04-01,1.1,13.3,9.1,18.1,50.9,1002.6,18.0,2.34,140.0,254.0
143,Daegu,2003-05-01,46.7,17.0,12.0,22.3,51.4,1000.8,22.4,2.72,183.6,405.6
143,Daegu,2003-06-01,139.3,20.4,16.5,25.7,56.0,1001.8,26.7,2.23,233.7,452.5
143,Daegu,2003-07-01,141.2,23.7,20.4,29.1,66.2,999.1,26.4,2.18,240.7,669.2
143,Daegu,2003-08-01,189.8,22.4,17.8,27.5,70.4,999.2,26.3,2.28,217.4,640.9
143,Daegu,2003-09-01,219.0,17.6,12.6,22.6,79.8,999.3,23.6,2.16,208.9,634.7
143,Daegu,2003-10-01,267.7,11.8,7.9,17.6,83.1,994.7,21.4,2.11,151.1,468.4
143,Daegu,2003-11-01,232.7,7.2,2.2,12.0,75.3,1003.9,15.4,2.11,202.7,403.6
143,Daegu,2003-12-01,133.4,3.7,-0.5,9.6,76.6,1004.1,19.3,1.91,154.6,286.4
143,Daegu,2004-01-01,77.9,4.1,-0.4,10.0,62.7,1000.2,17.0,2.38,123.4,186.6
143,Daegu,2004-02-01,80.2,4.0,0.0,8.8,61.3,1005.8,15.1,2.55,168.2,235.1
143,Daegu,2004-03-01,57.0,8.4,4.1,14.1,56.5,1006.3,17.0,2.5,123.4,220.6
143,Daegu,2004-04-01,83.6,11.2,6.4,16.8,48.0,995.4,21.8,2.46,161.8,283.5
143,Daegu,2004-05-01,24.5,15.8,12.0,21.1,55.7,1001.1,22.8,2.46,189.7,430.0
143,Daegu,2004-06-01,108.5,21.3,18.2,27.0,61.3,1003.3,26.3,1.89,202.1,424.5
143,Daegu,2004-07-01,194.1,20.8,16.1,25.8,62.8,999.0,26.2,2.78,250.0,606.8
143,Daegu,2004-08-01,194.7,20.4,17.6,26.3,69.2,1001.0,26.1,2.87,250.0,687.7
143,Daegu,2004-09-01,190.8,15.1,11.5,20.1,74.4,995.9,20.7,1.8,221.1,532.2
143,Daegu,2004-10-01,205.9,14.6,9.6,20.0,79.1,1003.4,21.8,2.39,215.1,448.5
143,Daegu,2004-11-01,161.6,9.3,5.1,14.9,75.2,998.7,16.9,2.26,216.2,397.7
143,Daegu,2004-12-01,126.8,0.4,-3.6,5.9,68.7,1004.4,15.2,1.98,158.3,381.8
143,Daegu,2005-01-01,65.0,2.1,-3.8,6.6,60.7,1006.0,14.3,2.5,113.9,210.1
143,Daegu,2005-02-01,91.5,1.4,-3.4,7.1,61.4,998.3,13.6,2.1,123.9,233.6
143,Daegu,2005-03-01,0.0,5.8,2.9,11.6,61.6,999.7,16.3,1.95,143.9,241.6
143,Daegu,2005-04-01,6.9,11.5,7.3,17.4,62.4,1005.3,20.6,2.13,116.4,354.0
143,Daegu,2005-05-01,96.8,17.1,13.5,22.3,57.3,1004.1,22.9,2.02,176.4,450.5
143,Daegu,2005-06-01,102.7,22.8,18.2,27.4,60.1,997.8,25.3,2.77,178.5,425.7
143,Daegu,2005-07-01,165.6,26.4,21.5,31.4,65.9,1000.1,27.9,2.22,223.0,456.2
143,Daegu,2005-08-01,201.9,22.7,17.9,28.1,74.2,1004.9,26.0,2.15,227.8,491.8
143,Daegu,2005-09-01,206.2,18.4,12.9,23.2,72.4,997.1,23.3,2.72,226.4,588.4
143,Daegu,2005-10-01,196.4,14.1,8.7,19.1,73.1,1006.2,21.2,2.35,204.0,505.3
143,Daegu,2005-11-01,184.0,8.9,5.9,14.7,81.4,1003.6,21.0,2.57,166.3,410.9
143,Daegu,2005-12-01,138.1,3.4,0.2,9.3,70.9,991.8,19.2,2.28,129.4,242.6
143,Daegu,2006-01-01,61.2,2.0,-3.0,7.1,66.9,1011.8,16.8,2.85,118.6,250.4
143,Daegu,2006-02-01,53.2,2.6,-1.4,8.3,62.8,1003.9,14.3,2.28,84.0,224.5
143,Daegu,2006-03-01,34.4,7.8,3.7,12.6,55.5,998.6,17.9,2.56,167.5,227.8
143,Daegu,2006-04-01,57.5,13.9,10.3,19.4,57.2,1008.6,22.4,3.34,134.6,437.4
143,Daegu,2006-05-01,99.9,19.3,15.7,25.1,59.6,998.4,24.3,1.54,175.5,351.0
143,Daegu,2006-06-01,112.9,26.5,21.4,31.3,60.9,1005.6,27.2,2.47,216.9,409.2
143,Daegu,2006-07-01,131.9,23.0,19.2,28.3,62.2,1002.2,27.5,2.37,272.5,514.1
143,Daegu,2006-08-01,209.5,20.2,17.2,26.1,77.7,995.9,27.6,2.44,253.8,660.1
143,Daegu,2006-09-01,245.5,16.5,12.4,21.8,72.3,1011.4,23.5,2.23,209.6,542.5
143,Daegu,2006-10-01,134.3,12.2,7.6,17.3,79.6,1002.3,19.7,2.27,218.9,494.4
143,Daegu,2006-11-01,143.5,8.5,4.2,13.2,74.4,1005.7,19.5,2.31,196.9,341.2
143,Daegu,2006-12-01,87.3,3.5,-1.1,8.9,70.0,1009.7,16.0,3.29,137.2,249.3
143,Daegu,2007-01-01,67.2,1.9,-2.6,7.6,66.1,1005.5,15.1,2.17,153.7,143.6
143,Daegu,2007-02-01,0.0,3.4,-1.4,8.9,60.5,1003.7,18.4,1.77,138.4,208.1
143,Daegu,2007-03-01,57.9,6.6,1.4,11.7,51.1,998.3,17.0,2.45,109.1,224.3
143,Daegu,2007-04-01,0.0,12.0,7.7,17.4,52.7,1004.1,19.5,3.05,201.7,319.9
143,Daegu,2007-05-01,163.7,16.4,12.5,21.9,53.8,1012.2,22.5,2.06,157.5,468.4
143,Daegu,2007-06-01,155.4,20.8,16.4,25.9,65.0,1005.5,25.0,3.15,259.0,487.8
143,Daegu,2007-07-01,167.4,21.2,17.3,27.1,59.8,995.8,27.2,1.78,280.7,512.1
143,Daegu,2007-08-01,263.6,20.6,16.4,26.1,75.9,999.1,24.5,2.04,237.0,586.5
143,Daegu,2007-09-01,203.2,15.6,10.5,20.1,74.7,1001.7,20.6,2.16,267.2,487.5
143,Daegu,2007-10-01,228.0,12.4,7.9,18.1,75.8,1003.1,20.3,2.53,221.4,620.4
143,Daegu,2007-11-01,177.7,4.7,-0.1,9.9,82.4,1009.4,16.2,2.69,165.2,400.2
143,Daegu,2007-12-01,144.2,6.1,2.4,11.1,79.7,1002.0,15.1,1.83,186.9,305.4
143,Daegu,2008-01-01,78.6,2.5,-1.7,7.1,66.6,1003.3,16.2,2.54,117.4,156.6
143,Daegu,2008-02-01,0.0,8.4,5.0,14.2,56.6,1003.3,17.9,1.88,105.3,299.6
143,Daegu,2008-03-01,54.9,6.1,1.1,11.4,52.6,1003.7,18.3,2.56,134.4,204.9
143,Daegu,2008-04-01,18.9,10.8,6.4,16.2,55.9,997.7,20.5,2.71,104.1,293.8
143,Daegu,2008-05-01,130.6,19.2,15.0,23.9,52.0,1005.6,22.9,2.38,166.6,400.2
143,Daegu,2008-06-01,100.6,20.4,17.5,26.3,59.6,996.2,26.6,2.33,214.0,535.9
143,Daegu,2008-07-01,179.5,24.7,20.5,29.9,65.4,1004.5,27.5,2.9,250.0,529.3
143,Daegu,2008-08-01,180.3,21.8,17.5,26.6,63.6,996.5,28.3,2.14,287.6,604.2
143,Daegu,2008-09-01,213.8,15.3,11.4,20.6,80.8,1004.1,20.6,2.02,210.6,632.6
143,Daegu,2008-10-01,259.9,13.5,9.6,18.3,73.6,1003.3,21.9,2.05,194.1,447.2
143,Daegu,2008-11-01,217.6,11.5,6.7,16.1,73.3,1003.2,19.2,2.36,190.3,375.7
143,Daegu,2008-12-01,113.9,3.7,-1.3,9.0,73.7,996.5,18.9,2.45,165.3,353.5
143,Daegu,2009-01-01,48.2,1.1,-3.0,6.5,67.4,1001.3,16.2,1.45,118.4,314.1
143,Daegu,2009-02-01,32.2,3.2,-2.0,8.0,55.5,1007.8,15.1,2.21,61.7,122.1
143,Daegu,2009-03-01,67.2,9.1,5.3,14.0,54.5,998.5,16.0,2.34,142.4,279.6
143,Daegu,2009-04-01,68.9,9.7,6.7,15.5,52.7,1002.4,18.8,1.19,179.0,329.8
143,Daegu,2009-05-01,21.0,19.2,13.5,23.8,51.9,1005.0,22.7,1.96,208.3,389.3
143,Daegu,2009-06-01,115.3,22.6,17.7,27.8,60.1,996.4,26.2,2.1,231.4,522.8
143,Daegu,2009-07-01,182.5,20.5,15.8,25.4,60.9,1002.6,21.2,1.78,261.7,578.0
143,Daegu,2009-08-01,190.4,19.9,14.7,25.2,70.4,1003.5,24.1,3.02,235.4,583.5
143,Daegu,2009-09-01,166.9,17.2,12.6,22.4,73.7,1004.2,25.5,2.46,260.6,593.2
143,Daegu,2009-10-01,240.7,12.3,7.9,17.0,78.9,1006.3,20.7,2.75,195.9,543.1
143,Daegu,2009-11-01,203.6,8.4,5.5,14.1,72.3,1004.1,19.5,1.87,191.9,325.1
143,Daegu,2009-12-01,105.5,4.8,-0.1,9.4,71.2,1000.2,17.6,2.09,207.2,303.4
143,Daegu,2010-01-01,32.0,1.8,-2.3,6.4,60.2,1007.1,14.6,2.66,151.4,260.6
143,Daegu,2010-02-01,122.1,1.0,-3.7,6.6,66.9,1010.9,17.2,2.08,103.1,170.3
143,Daegu,2010-03-01,0.0,10.6,6.8,15.4,57.3,996.6,19.8,1.96,120.7,208.9
143,Daegu,2010-04-01,15.9,13.8,8.8,18.4,54.3,999.6,22.2,2.32,137.9,262.3
143,Daegu,2010-05-01,64.6,21.1,16.6,26.0,57.8,1000.8,25.4,2.16,212.0,364.6
143,Daegu,2010-06-01,169.4,19.3,14.7,25.0,59.6,1011.8,24.1,2.5,257.6,399.2
143,Daegu,2010-07-01,110.7,22.1,17.2,26.7,67.1,1004.8,28.4,2.82,241.1,637.4
143,Daegu,2010-08-01,221.6,21.1,16.8,25.9,70.9,1003.4,21.8,2.31,240.7,612.9
143,Daegu,2010-09-01,272.4,18.1,14.1,23.3,77.8,999.4,24.9,2.96,193.4,589.1
143,Daegu,2010-10-01,248.0,13.9,10.1,19.6,72.5,1005.1,22.4,1.32,202.5,538.0
143,Daegu,2010-11-01,173.2,8.3,2.8,13.2,75.3,1003.5,19.5,2.68,182.1,465.7
143,Daegu,2010-12-01,107.4,1.7,-1.7,7.0,72.7,998.6,18.2,2.68,142.8,253.9
143,Daegu,2011-01-01,110.7,0.6,-2.6,6.2,71.0,1003.0,17.5,2.11,128.5,292.4
143,Daegu,2011-02-01,61.4,5.6,1.1,11.1,63.4,1000.6,18.4,2.31,125.1,225.1
143,Daegu,2011-03-01,0.0,7.9,3.0,12.6,60.1,1007.4,18.7,2.09,107.4,362.5
143,Daegu,2011-04-01,2.9,13.0,9.5,18.2,49.5,1000.0,20.3,2.12,183.2,309.5
143,Daegu,2011-05-01,54.7,17.5,14.1,23.2,57.8,997.8,25.3,2.4,178.8,358.4
143,Daegu,2011-06-01,77.5,19.3,14.7,24.0,55.6,996.6,22.6,2.25,201.4,482.3
143,Daegu,2011-07-01,204.1,25.3,20.3,30.0,62.0,1005.3,26.3,2.74,237.1,650.6
143,Daegu,2011-08-01,239.3,22.5,19.3,28.4,69.9,996.6,28.4,2.7,231.4,658.3
143,Daegu,2011-09-01,193.4,15.1,10.9,20.1,74.7,1003.8,22.6,2.74,246.5,588.9
143,Daegu,2011-10-01,175.1,12.5,8.3,18.5,72.1,1001.7,19.3,2.11,210.3,458.3
143,Daegu,2011-11-01,208.0,8.6,4.1,13.4,79.7,1007.0,17.0,2.13,191.9,421.2
143,Daegu,2011-12-01,83.7,4.6,0.3,10.5,72.9,998.9,16.5,2.18,154.0,297.8
143,Daegu,2012-01-01,32.9,0.1,-4.0,5.8,65.4,1004.8,14.0,2.47,191.5,314.6
143,Daegu,2012-02-01,28.1,3.1,-1.2,8.5,61.8,1001.4,14.1,1.94,131.1,214.6
143,Daegu,2012-03-01,49.7,8.2,2.8,13.1,57.5,995.0,16.7,2.25,155.0,356.9
143,Daegu,2012-04-01,32.5,11.6,7.4,17.0,51.1,1015.0,19.4,3.24,168.7,248.3
143,Daegu,2012-05-01,81.1,19.5,14.0,24.2,57.5,1005.2,24.1,1.93,178.1,410.6
143,Daegu,2012-06-01,54.8,22.2,17.0,26.9,57.8,1001.4,28.4,2.49,235.9,482.9
143,Daegu,2012-07-01,102.4,23.4,20.0,29.1,61.3,1002.8,28.1,2.77,271.6,659.6
143,Daegu,2012-08-01,131.2,19.3,15.1,24.8,68.6,1000.8,24.1,2.55,202.9,504.5
143,Daegu,2012-09-01,215.5,19.1,14.6,24.9,67.9,1006.6,23.4,1.94,189.1,469.5
143,Daegu,2012-10-01,169.1,12.9,8.8,17.6,76.1,1012.0,18.3,2.46,214.4,428.2
143,Daegu,2012-11-01,171.3,9.7,4.4,14.2,67.8,999.9,21.3,2.76,193.5,474.0
143,Daegu,2012-12-01,53.4,4.8,1.5,10.6,80.2,1004.3,14.0,2.55,132.0,379.9
143,Daegu,2013-01-01,92.2,2.2,-2.7,7.0,62.1,1003.0,16.3,2.25,119.7,246.3
143,Daegu,2013-02-01,0.9,0.5,-3.2,5.8,55.5,996.6,12.4,2.57,114.4,204.5
143,Daegu,2013-03-01,0.0,6.8,1.9,12.0,57.5,1007.3,17.6,1.66,109.1,238.3
143,Daegu,2013-04-01,11.1,10.9,6.4,16.3,51.3,1003.2,18.2,2.9,171.9,358.3
143,Daegu,2013-05-01,120.6,16.5,13.6,22.3,56.8,994.0,23.8,2.17,202.5,424.5
143,Daegu,2013-06-01,59.6,22.2,18.0,27.1,61.0,1008.6,26.2,2.41,238.7,624.6
143,Daegu,2013-07-01,200.0,22.9,18.8,28.3,65.1,1011.2,25.0,2.86,228.8,467.1
143,Daegu,2013-08-01,196.2,20.2,17.3,25.8,67.4,1008.6,26.5,3.03,245.9,577.9
143,Daegu,2013-09-01,240.1,17.2,12.3,22.1,70.3,1003.4,22.4,2.3,241.1,632.2
143,Daegu,2013-10-01,173.1,12.8,7.8,17.5,74.9,1002.3,21.6,2.53,183.6,567.6
143,Daegu,2013-11-01,201.1,6.0,1.7,11.6,74.8,1004.9,17.7,2.62,184.7,379.8
143,Daegu,2013-12-01,49.6,5.2,-0.0,10.2,72.7,1002.1,18.6,2.48,154.1,301.7
143,Daegu,2014-01-01,131.9,1.7,-3.3,6.9,67.5,1001.3,14.7,2.19,129.6,169.1
143,Daegu,2014-02-01,0.0,4.7,0.1,10.1,64.5,1002.8,19.0,2.39,160.0,192.6
143,Daegu,2014-03-01,0.0,7.8,4.0,12.9,52.8,1004.7,19.9,2.37,193.7,213.1
143,Daegu,2014-04-01,73.3,14.1,10.4,19.2,56.6,1003.6,22.1,1.75,166.4,327.2
143,Daegu,2014-05-01,70.8,18.7,14.7,23.6,53.8,1001.0,27.1,2.76,155.8,522.2
143,Daegu,2014-06-01,105.4,21.4,16.2,26.7,58.2,1000.4,25.7,2.55,208.1,482.6
143,Daegu,2014-07-01,205.3,22.9,19.2,28.5,71.4,1003.3,25.5,1.64,196.1,527.9
143,Daegu,2014-08-01,199.0,19.9,16.4,25.8,67.8,1005.2,26.9,1.96,246.1,465.7
143,Daegu,2014-09-01,163.9,16.7,12.9,22.1,72.5,1003.0,23.1,2.09,281.6,540.0
143,Daegu,2014-10-01,206.7,12.4,7.4,17.4,82.8,1000.1,22.3,2.62,234.4,484.5
143,Daegu,2014-11-01,161.5,9.5,4.6,14.5,76.1,1002.8,15.6,1.76,170.1,333.9
143,Daegu,2014-12-01,149.0,2.7,-3.2,7.2,75.2,1001.2,16.3,2.48,172.6,361.0
143,Daegu,2015-01-01,71.8,0.2,-4.7,5.3,66.0,1000.8,16.4,2.41,105.0,216.6
143,Daegu,2015-02-01,105.7,4.9,1.4,10.4,56.6,1000.8,17.5,2.33,107.8,198.2
143,Daegu,2015-03-01,0.0,6.8,2.3,12.7,55.8,1008.9,18.1,2.19,151.1,185.1
143,Daegu,2015-04-01,37.4,10.3,6.2,16.3,51.7,998.1,20.2,2.85,196.4,315.6
143,Daegu,2015-05-01,108.7,18.5,14.6,23.6,60.3,998.6,25.9,2.61,155.6,418.7
143,Daegu,2015-06-01,195.2,23.1,18.7,29.1,59.4,1001.9,28.4,2.7,167.7,517.5
143,Daegu,2015-07-01,161.7,23.1,18.8,28.1,68.4,999.6,25.9,2.22,189.9,549.3
143,Daegu,2015-08-01,267.3,18.3,14.6,23.9,72.0,999.0,21.8,1.85,273.3,521.0
143,Daegu,2015-09-01,198.0,21.4,16.8,26.4,79.1,1006.7,23.2,2.11,239.5,671.6
143,Daegu,2015-10-01,176.1,12.6,8.1,17.2,79.4,999.8,19.8,2.49,241.6,475.7
143,Daegu,2015-11-01,167.2,6.7,2.6,11.4,79.2,1003.6,17.8,1.8,126.2,475.1
143,Daegu,2015-12-01,123.2,4.1,-0.3,9.7,74.7,1010.5,15.9,2.67,154.8,302.8
143,Daegu,2016-01-01,137.8,1.9,-2.2,7.3,61.8,1005.2,15.6,2.95,135.3,238.3
143,Daegu,2016-02-01,86.5,6.6,1.8,11.3,60.9,1001.6,18.3,2.48,119.1,256.6
143,Daegu,2016-03-01,34.6,8.8,5.4,14.1,57.3,1005.5,19.8,2.86,153.6,237.3
143,Daegu,2016-04-01,72.9,12.7,7.8,18.3,50.8,1012.4,18.0,2.65,132.6,422.9
143,Daegu,2016-05-01,81.8,16.8,12.3,21.7,53.5,1001.6,21.7,2.51,189.8,340.2
143,Daegu,2016-06-01,62.5,22.2,16.9,27.2,60.9,1008.9,27.1,3.47,287.5,384.5
143,Daegu,2016-07-01,91.1,22.3,18.5,28.0,67.5,1001.5,25.0,2.18,227.0,606.5
143,Daegu,2016-08-01,185.7,20.5,17.2,26.2,74.9,999.0,23.4,2.52,250.1,528.1
143,Daegu,2016-09-01,262.5,20.2,16.6,26.1,67.1,1007.0,23.8,2.79,207.9,551.8
143,Daegu,2016-10-01,174.4,11.9,8.6,17.7,84.4,1001.6,23.1,1.75,202.8,457.8
143,Daegu,2016-11-01,221.8,8.1,3.1,13.3,71.8,1007.1,19.9,2.28,166.3,443.0
143,Daegu,2016-12-01,81.0,4.5,-0.2,10.1,72.4,1003.9,17.8,1.87,165.4,371.6
143,Daegu,2017-01-01,84.2,3.2,-1.0,9.0,64.6,1007.1,16.6,1.94,148.5,146.1
143,Daegu,2017-02-01,48.1,4.1,-0.3,8.7,56.5,1005.6,16.4,2.15,153.5,232.3
143,Daegu,2017-03-01,47.6,9.5,4.9,15.3,53.5,997.5,19.9,2.84,136.9,37.4
143,Daegu,2017-04-01,68.7,13.8,10.6,19.5,55.2,1000.3,23.7,1.89,148.6,300.6
143,Daegu,2017-05-01,44.1,17.8,14.5,23.5,57.1,996.0,21.7,2.47,179.1,370.1
143,Daegu,2017-06-01,187.2,21.0,16.4,26.8,59.2,1013.0,24.0,2.16,186.4,583.8
143,Daegu,2017-07-01,196.1,21.6,17.4,27.1,66.3,1008.3,25.5,2.6,239.5,518.4
143,Daegu,2017-08-01,197.7,19.7,14.8,24.8,74.5,1005.4,24.2,3.02,262.3,663.3
143,Daegu,2017-09-01,266.3,18.1,13.2,22.8,71.4,998.4,21.5,2.36,223.6,469.7
143,Daegu,2017-10-01,208.0,12.8,9.2,17.8,78.6,1000.3,21.9,2.4,204.0,438.3
143,Daegu,2017-11-01,151.8,6.7,3.4,12.7,81.8,1006.1,19.0,2.28,154.1,365.8
143,Daegu,2017-12-01,96.0,-0.3,-4.5,5.2,72.3,1002.2,15.2,1.62,157.1,386.6
143,Daegu,2018-01-01,68.8,0.4,-5.3,5.2,65.9,998.1,18.1,1.9,122.0,181.9
143,Daegu,2018-02-01,2.0,2.9,-0.6,8.6,57.6,999.5,17.0,2.6,126.0,236.5
143,Daegu,2018-03-01,21.6,7.3,2.7,13.2,62.4,1004.1,18.6,2.5,111.6,290.0
143,Daegu,2018-04-01,53.7,11.4,8.6,17.3,49.6,1004.5,21.0,2.78,170.8,303.4
143,Daegu,2018-05-01,56.5,17.1,12.6,23.0,55.7,1002.5,25.0,2.13,242.0,445.8
143,Daegu,2018-06-01,81.0,21.5,16.6,27.0,53.8,998.5,26.3,1.7,173.8,522.2
143,Daegu,2018-07-01,160.2,21.8,17.7,26.9,66.7,999.4,24.6,2.54,225.5,513.6
143,Daegu,2018-08-01,133.1,22.5,18.4,27.2,67.4,1002.7,26.3,2.44,281.0,622.3
143,Daegu,2018-09-01,211.7,18.7,14.9,24.2,79.9,999.2,24.1,2.88,239.7,533.7
143,Daegu,2018-10-01,143.1,8.8,5.0,14.4,75.0,1004.7,17.8,2.27,186.5,405.2
143,Daegu,2018-11-01,94.3,5.8,1.1,10.4,79.0,999.5,18.0,2.78,180.4,382.1
143,Daegu,2018-12-01,125.2,3.1,-0.6,8.7,76.1,995.0,15.7,2.4,161.6,206.4
143,Daegu,2019-01-01,12.0,4.6,0.3,10.1,61.1,1005.1,15.8,2.5,103.6,139.5
143,Daegu,2019-02-01,88.1,5.1,0.3,10.0,64.1,1005.9,18.7,2.17,121.3,244.1
143,Daegu,2019-03-01,6.2,8.0,3.7,12.8,50.0,1005.6,18.9,2.32,139.3,222.2
143,Daegu,2019-04-01,14.8,13.1,10.3,18.9,50.9,1002.3,20.6,3.01,157.9,310.9
143,Daegu,2019-05-01,40.4,18.5,15.1,24.2,57.3,1004.3,20.3,2.34,183.1,379.6
143,Daegu,2019-06-01,126.1,18.9,14.3,23.8,60.0,989.9,22.6,1.63,203.9,607.5
143,Daegu,2019-07-01,160.4,23.2,18.1,27.8,64.2,1006.3,26.6,2.52,228.5,535.1
143,Daegu,2019-08-01,234.9,21.5,16.4,26.1,76.0,1004.6,23.6,2.6,223.7,582.0
143,Daegu,2019-09-01,198.5,18.0,14.0,22.8,71.5,998.6,23.8,2.54,215.1,651.4
143,Daegu,2019-10-01,231.2,11.1,6.9,17.0,75.8,1008.2,22.0,2.41,226.9,539.4
143,Daegu,2019-11-01,170.0,9.0,5.1,13.6,72.7,1000.6,18.4,2.12,143.2,440.6
143,Daegu,2019-12-01,132.6,2.5,-1.9,7.2,71.6,999.3,13.6,2.61,111.7,296.0
143,Daegu,2020-01-01,61.6,2.9,-2.7,7.8,59.4,1007.1,12.1,2.96,77.0,390.3
143,Daegu,2020-02-01,24.6,6.7,2.4,11.4,57.7,1000.1,18.9,2.23,99.5,252.2
143,Daegu,2020-03-01,0.0,7.0,3.1,12.5,52.9,1009.5,17.9,2.26,123.7,271.4
143,Daegu,2020-04-01,2.0,13.4,8.7,18.7,59.3,1008.9,20.1,1.95,155.7,224.4
143,Daegu,2020-05-01,120.7,16.6,11.8,22.3,54.2,1008.0,22.6,2.51,207.3,366.6
143,Daegu,2020-06-01,76.3,19.2,15.5,24.3,62.7,1001.7,22.0,1.46,281.7,521.6
143,Daegu,2020-07-01,172.8,22.9,19.0,28.4,71.1,1005.2,25.1,1.91,219.1,537.0
143,Daegu,2020-08-01,274.5,21.4,16.1,26.4,71.9,997.6,25.8,2.88,243.5,532.2
143,Daegu,2020-09-01,197.0,14.5,10.5,20.3,72.3,1010.7,23.4,1.68,187.7,496.8
143,Daegu,2020-10-01,257.8,14.4,10.4,19.4,76.3,998.0,22.2,2.32,204.1,587.1
143,Daegu,2020-11-01,163.6,10.5,6.2,15.1,74.1,1006.1,20.9,2.2,200.5,452.3
143,Daegu,2020-12-01,95.5,3.5,-1.6,8.2,75.9,1006.4,16.0,2.64,98.8,273.1
143,Daegu,2021-01-01,83.1,3.9,1.1,9.8,68.0,1001.6,16.7,2.56,116.8,336.0
143,Daegu,2021-02-01,0.0,3.9,0.0,9.8,57.1,1003.2,18.1,2.2,93.3,289.0
143,Daegu,2021-03-01,39.5,9.8,4.9,14.6,58.5,1000.4,20.0,2.18,116.7,159.4
143,Daegu,2021-04-01,28.2,13.1,9.9,18.9,47.7,1011.5,21.9,2.07,161.5,441.4
