STN_NM,TM,MAX_TA,AVG_PA,AVG_RHM,AVG_WS,SUM_SS,SUM_SR
Incheon,2013-05-01,23.8,1003.7,58.4,2.85,180.2,259.8
Incheon,2013-06-01,27.9,1008.5,60.2,2.14,208.7,511.1
Incheon,2013-07-01,29.7,1004.3,59.4,2.74,235.7,603.2
Incheon,2013-08-01,27.3,1005.2,75.3,2.47,180.7,545.6
Incheon,2013-09-01,22.8,1004.2,74.0,2.78,226.7,545.9
Incheon,2013-10-01,17.7,1009.2,73.2,2.49,197.2,382.6
Incheon,2013-11-01,9.5,1004.4,73.3,1.66,160.0,355.1
Incheon,2013-12-01,10.9,1007.3,71.6,2.72,145.7,336.1
Incheon,2014-01-01,3.8,1001.7,66.7,2.22,138.6,279.8
Incheon,2014-02-01,8.8,1005.2,64.4,3.65,128.1,141.9
Incheon,2014-03-01,11.4,997.9,52.6,2.52,122.4,289.6
Incheon,2014-04-01,18.4,1006.1,55.3,2.31,188.3,281.3
Incheon,2014-05-01,23.7,1000.8,53.4,2.14,186.7,476.0
Incheon,2014-06-01,22.5,1002.8,60.6,2.36,209.4,570.7
Incheon,2014-07-01,29.7,1007.0,58.7,2.69,207.6,484.8
Incheon,2014-08-01,25.1,1002.6,69.5,2.39,212.9,556.3
Incheon,2014-09-01,23.4,1000.7,75.4,2.33,202.8,666.8
Incheon,2014-10-01,17.9,996.9,75.2,2.93,230.8,474.7
Incheon,2014-11-01,14.2,1000.0,76.5,2.52,137.8,388.6
Incheon,2014-12-01,11.0,1007.3,69.3,3.12,166.6,285.4
Incheon,2015-01-01,7.4,1005.5,62.1,1.52,162.4,235.7
Incheon,2015-02-01,4.5,1006.3,58.8,1.96,109.7,222.0
Incheon,2015-03-01,11.7,1001.2,51.6,2.35,110.7,299.7
Incheon,2015-04-01,18.3,1003.2,50.9,2.32,134.3,285.8
Incheon,2015-05-01,22.5,999.9,48.1,2.5,192.6,415.4
Incheon,2015-06-01,27.1,1005.9,61.6,2.16,239.5,460.4
Incheon,2015-07-01,27.2,1003.0,63.9,3.1,202.9,522.1
Incheon,2015-08-01,25.8,999.8,68.5,2.92,268.0,573.6
Incheon,2015-09-01,20.9,1001.7,68.2,2.31,269.2,594.8
Incheon,2015-10-01,17.5,1009.2,73.6,2.83,199.1,488.5
Incheon,2015-11-01,12.0,993.5,76.9,2.74,195.6,322.1
Incheon,2015-12-01,8.2,995.5,71.7,2.52,142.9,341.5
Incheon,2016-01-01,7.1,1001.3,61.7,2.97,127.1,277.4
Incheon,2016-02-01,9.7,1002.5,57.1,2.36,92.3,373.1
Incheon,2016-03-01,12.9,1002.6,53.9,1.95,181.8,230.9
Incheon,2016-04-01,17.5,1002.5,47.6,2.87,120.1,275.4
Incheon,2016-05-01,25.3,1002.2,58.0,1.85,201.5,324.4
Incheon,2016-06-01,26.8,998.8,55.7,2.15,141.2,528.9
Incheon,2016-07-01,28.7,1003.2,68.5,1.98,231.8,596.3
Incheon,2016-08-01,28.5,1003.7,78.4,2.88,210.3,501.3
Incheon,2016-09-01,23.4,1002.1,67.0,2.77,256.8,590.5
Incheon,2016-10-01,15.6,1011.7,81.4,2.24,191.4,500.4
Incheon,2016-11-01,12.6,999.3,71.7,1.91,178.8,390.1
Incheon,2016-12-01,10.7,1003.4,70.3,2.4,167.8,285.3
Incheon,2017-01-01,6.7,1003.9,68.0,1.94,91.1,207.1
Incheon,2017-02-01,7.1,1002.1,57.3,3.06,101.6,140.7
Incheon,2017-03-01,12.7,1007.7,57.6,2.1,146.6,278.6
Incheon,2017-04-01,16.2,1002.5,52.1,1.96,138.1,269.7
Incheon,2017-05-01,23.9,999.5,58.5,2.26,140.1,400.9
Incheon,2017-06-01,23.5,1006.4,53.3,2.84,191.7,457.5
Incheon,2017-07-01,28.9,1005.5,66.9,2.34,195.8,591.8
Incheon,2017-08-01,26.0,1002.6,76.8,2.24,198.3,571.6
Incheon,2017-09-01,24.1,1011.0,70.0,2.97,208.6,544.9
Incheon,2017-10-01,16.7,1002.1,78.6,3.03,206.7,593.8
Incheon,2017-11-01,14.2,1003.3,76.1,2.54,183.7,395.6
Incheon,2017-12-01,9.2,1014.2,68.7,2.17,137.4,432.4
Incheon,2018-01-01,8.7,1008.4,69.3,2.48,81.4,250.1
Incheon,2018-02-01,9.0,1004.1,53.1,2.06,148.9,255.3
Incheon,2018-03-01,15.5,1006.2,49.5,2.03,143.4,300.8
Incheon,2018-04-01,18.3,1005.2,54.1,2.74,109.3,302.1
Incheon,2018-05-01,23.4,1005.9,55.1,2.19,189.1,226.2
Incheon,2018-06-01,28.4,1003.4,62.1,2.27,212.9,452.1
Incheon,2018-07-01,30.4,1007.6,61.7,2.53,216.1,581.4
Incheon,2018-08-01,27.7,997.1,73.5,3.26,218.3,576.4
Incheon,2018-09-01,24.0,1007.7,71.9,2.32,230.3,618.0
Incheon,2018-10-01,18.7,1005.8,91.1,1.88,194.1,477.2
Incheon,2018-11-01,13.0,998.5,74.8,2.38,136.8,442.7
Incheon,2018-12-01,5.5,1001.7,73.6,2.69,138.3,342.5
Incheon,2019-01-01,5.8,1001.6,68.2,2.94,90.0,319.2
Incheon,2019-02-01,10.7,998.3,58.3,2.66,136.2,157.0
Incheon,2019-03-01,13.7,1005.2,58.3,1.89,125.0,241.8
Incheon,2019-04-01,18.7,1000.1,52.4,2.54,124.5,298.4
Incheon,2019-05-01,23.1,998.2,60.2,3.27,206.9,398.1
Incheon,2019-06-01,24.5,1001.5,56.5,2.59,179.1,449.1
Incheon,2019-07-01,27.7,1004.3,59.4,2.35,201.6,661.4
Incheon,2019-08-01,27.7,1004.9,77.0,2.84,224.2,589.8
Incheon,2019-09-01,21.3,1004.9,69.4,2.91,223.2,488.5
Incheon,2019-10-01,16.5,1005.5,76.5,1.88,220.2,424.0
Incheon,2019-11-01,14.3,999.7,73.2,2.76,169.5,434.6
Incheon,2019-12-01,8.3,1004.6,70.7,2.33,142.6,284.4
Incheon,2020-01-01,8.7,1005.2,61.5,2.46,117.7,257.6
Incheon,2020-02-01,11.4,1001.3,58.4,2.32,123.9,254.4
Incheon,2020-03-01,13.3,1003.2,55.5,2.41,134.5,324.4
Incheon,2020-04-01,17.5,1014.1,54.6,2.85,142.3,250.4
Incheon,2020-05-01,24.1,1001.3,53.9,2.69,201.0,339.6
Incheon,2020-06-01,25.6,1001.0,64.5,2.64,188.2,485.6
Incheon,2020-07-01,27.2,1004.9,62.9,1.84,244.9,471.1
Incheon,2020-08-01,25.8,1006.4,71.4,2.16,251.4,608.8
Incheon,2020-09-01,26.2,995.3,74.9,2.17,245.6,542.8
Incheon,2020-10-01,16.8,1012.1,84.9,2.91,207.9,560.0
Incheon,2020-11-01,10.5,998.6,75.3,1.67,203.6,303.8
Incheon,2020-12-01,8.0,1007.0,69.8,2.1,90.3,178.9
Incheon,2021-01-01,11.3,1006.9,64.0,2.5,127.7,210.0
Incheon,2021-02-01,9.8,1004.0,57.3,2.33,143.0,112.5
Incheon,2021-03-01,13.0,1009.2,54.3,2.31,136.3,255.2
Incheon,2021-04-01,18.7,1002.2,50.4,2.59,140.4,269.7
Incheon,2021-05-01,21.2,1001.4,58.7,2.47,198.6,406.6
Incheon,2021-06-01,28.3,999.5,61.4,2.66,202.4,546.2
Incheon,2021-07-01,29.6,1003.4,63.7,2.38,245.2,558.7
Incheon,2021-08-01,29.4,999.7,71.8,2.52,261.3,625.0
Incheon,2021-09-01,24.6,1008.6,80.1,2.68,251.1,639.6
Incheon,2021-10-01,15.9,999.1,75.2,2.29,218.2,534.6
Incheon,2021-11-01,11.2,998.1,75.9,2.69,195.1,352.7
Incheon,2021-12-01,9.4,1004.7,69.2,2.48,109.2,322.2
Incheon,2022-01-01,5.9,1004.5,65.3,2.43,160.0,237.1
Incheon,2022-02-01,8.3,1005.4,66.2,2.23,113.9,279.1
Incheon,2022-03-01,15.4,1000.2,55.3,1.95,129.3,226.6
Incheon,2022-04-01,17.9,1001.8,51.7,2.77,102.4,190.9
Incheon,2022-05-01,23.2,1002.8,51.4,3.02,171.9,396.8
Incheon,2022-06-01,26.3,1003.8,61.6,2.44,195.6,509.5
Incheon,2022-07-01,29.9,1001.5,62.0,2.99,212.7,526.9
Incheon,2022-08-01,26.8,1001.4,71.9,2.94,214.1,558.9
Incheon,2022-09-01,22.8,1001.1,79.3,1.92,209.6,563.3
Incheon,2022-10-01,16.5,995.3,78.6,1.65,220.5,381.8
Incheon,2022-11-01,15.6,999.3,76.4,2.35,210.7,436.0
Incheon,2022-12-01,10.5,1003.8,68.1,2.34,145.6,311.3
Incheon,2023-01-01,8.2,1001.4,67.9,2.86,100.5,352.4
Incheon,2023-02-01,8.8,1001.6,57.2,2.44,111.8,212.0
Incheon,2023-03-01,13.1,1002.6,59.2,1.96,147.2,209.8
Incheon,2023-04-01,17.7,1000.1,58.2,2.14,155.6,323.0
Incheon,2023-05-01,23.4,1000.5,60.7,2.6,171.7,392.1
Incheon,2023-06-01,25.9,1002.8,64.1,1.92,213.5,422.2
Incheon,2023-07-01,29.0,1003.3,66.0,2.64,166.8,541.5
Incheon,2023-08-01,26.0,1008.7,71.3,2.35,235.0,409.0
Incheon,2023-09-01,20.8,1008.5,77.8,3.31,237.8,477.3
Incheon,2023-10-01,17.4,1002.5,76.0,2.72,226.0,560.0
Incheon,2023-11-01,14.9,1003.3,71.1,2.16,168.1,387.0
Incheon,2023-12-01,8.6,1008.3,69.0,2.1,180.9,274.9
Incheon,2024-01-01,10.2,1005.0,73.0,2.78,145.6,322.8
Incheon,2024-02-01,9.8,1004.6,58.9,2.3,98.3,267.4
Incheon,2024-03-01,12.1,997.3,54.6,2.09,74.6,328.6
Incheon,2024-04-01,18.0,1011.0,53.0,2.75,138.0,313.3
Incheon,2024-05-01,22.4,1007.2,54.8,2.96,186.8,426.1
Incheon,2024-06-01,25.9,1001.9,62.4,1.73,166.8,527.1
Incheon,2024-07-01,28.5,1003.2,66.5,2.27,242.6,654.3
Incheon,2024-08-01,24.5,1006.8,76.3,2.47,274.5,652.7
Incheon,2024-09-01,23.7,1002.1,78.2,2.85,273.6,510.9
Incheon,2024-10-01,18.6,1004.8,83.6,3.1,198.8,484.7
Incheon,2024-11-01,12.7,1002.3,76.9,2.7,151.6,412.3
Incheon,2024-12-01,6.5,999.0,70.6,1.94,108.7,318.0
Incheon,2025-01-01,5.6,1001.4,61.4,2.92,155.6,234.9
Incheon,2025-02-01,10.0,998.7,60.6,3.17,84.6,151.1
Incheon,2025-03-01,12.3,1001.9,56.2,3.22,127.4,328.0
Incheon,2025-04-01,17.2,995.6,58.1,2.35,124.2,325.7
Incheon,2025-05-01,22.3,998.8,54.4,2.6,224.9,390.4
Incheon,2025-06-01,29.5,997.6,61.5,2.63,241.7,543.4
Incheon,2025-07-01,27.8,996.9,59.7,3.05,236.7,615.8
Incheon,2025-08-01,25.9,997.6,65.6,2.82,236.0,614.2
Incheon,2025-09-01,22.7,1006.4,77.5,1.93,249.2,555.8
Incheon,2025-10-01,17.5,999.1,72.0,3.05,236.4,391.5
Incheon,2025-11-01,15.2,1007.7,75.1,2.05,223.8,266.3
Incheon,2025-12-01,8.7,998.2,74.3,2.6,108.2,186.0
Daejeon,2001-01-01,7.7,1003.3,66.3,3.15,153.1,224.0
Daejeon,2001-02-01,9.9,1003.2,54.3,1.95,161.1,223.6
Daejeon,2001-03-01,9.8,994.9,55.3,2.55,160.1,204.8
Daejeon,2001-04-01,16.4,1001.4,43.5,2.4,172.4,211.5
Daejeon,2001-05-01,25.3,1003.1,50.7,2.87,248.2,429.0
Daejeon,2001-06-01,22.6,1001.4,55.4,2.99,205.0,465.7
Daejeon,2001-07-01,27.0,1011.2,65.6,2.86,205.2,587.4
Daejeon,2001-08-01,27.3,1012.3,71.1,2.87,259.1,685.8
Daejeon,2001-09-01,25.2,1007.7,77.4,2.19,234.4,544.7
Daejeon,2001-10-01,23.5,1001.5,72.5,2.59,221.3,462.2
Daejeon,2001-11-01,11.8,1008.5,78.5,2.82,163.4,455.1
Daejeon,2001-12-01,11.8,992.8,73.9,2.82,135.6,284.2
Daejeon,2002-01-01,7.2,1002.6,62.4,3.15,118.2,264.8
Daejeon,2002-02-01,8.4,1004.3,54.8,1.69,106.3,138.0
Daejeon,2002-03-01,14.7,1005.1,59.7,2.46,107.3,269.3
Daejeon,2002-04-01,15.8,1006.5,54.9,2.28,173.3,257.6
Daejeon,2002-05-01,17.9,995.2,56.0,2.59,154.3,424.6
Daejeon,2002-06-01,26.6,999.4,59.3,2.65,184.5,479.3
Daejeon,2002-07-01,27.8,1006.5,66.8,2.55,259.0,591.6
Daejeon,2002-08-01,25.2,1002.0,71.3,2.57,251.8,592.0
Daejeon,2002-09-01,25.7,1007.2,72.8,2.28,273.5,584.0
Daejeon,2002-10-01,17.4,1002.6,73.3,2.2,268.9,504.0
Daejeon,2002-11-01,14.9,1001.4,69.6,3.03,160.7,346.6
Daejeon,2002-12-01,8.3,995.7,69.1,2.4,103.4,292.2
Daejeon,2003-01-01,10.6,999.2,61.2,2.02,120.3,352.3
Daejeon,2003-02-01,8.9,1001.8,47.6,2.14,141.6,292.1
Daejeon,2003-03-01,16.3,1001.2,55.1,2.39,133.2,188.9
Daejeon,2003-04-01,16.8,1001.5,49.0,2.45,199.4,177.4
Daejeon,2003-05-01,23.0,1003.5,54.0,2.65,133.0,446.6
Daejeon,2003-06-01,25.9,1015.6,63.5,2.17,225.7,530.4
Daejeon,2003-07-01,26.0,999.8,59.4,2.42,267.4,471.2
Daejeon,2003-08-01,24.2,1002.6,67.0,2.32,218.9,606.0
Daejeon,2003-09-01,24.8,1002.1,69.5,1.86,245.1,449.2
Daejeon,2003-10-01,18.3,1003.1,79.7,2.48,167.9,391.9
Daejeon,2003-11-01,13.6,1005.6,72.2,2.02,189.6,396.0
Daejeon,2003-12-01,9.4,998.3,69.6,2.08,124.5,295.6
Daejeon,2004-01-01,8.3,994.0,67.2,1.65,92.7,213.3
Daejeon,2004-02-01,12.0,1004.0,52.5,2.07,123.9,191.7
Daejeon,2004-03-01,9.9,1004.7,53.2,2.47,122.7,204.5
Daejeon,2004-04-01,17.8,1000.7,52.0,2.57,140.4,318.8
Daejeon,2004-05-01,22.3,1000.9,56.0,2.17,254.0,360.2
Daejeon,2004-06-01,24.1,1007.9,56.6,2.32,203.5,500.9
Daejeon,2004-07-01,28.6,1003.6,71.9,2.62,238.8,562.4
Daejeon,2004-08-01,27.8,1002.3,72.3,3.47,201.5,637.5
Daejeon,2004-09-01,23.2,1002.8,72.9,2.75,218.6,595.1
Daejeon,2004-10-01,15.1,997.1,82.3,2.57,195.3,398.9
Daejeon,2004-11-01,11.4,1005.3,77.9,2.27,174.3,444.9
Daejeon,2004-12-01,12.6,998.2,66.9,2.01,139.6,251.3
Daejeon,2005-01-01,6.7,1004.5,68.5,1.83,99.5,167.4
Daejeon,2005-02-01,10.2,999.9,56.1,2.28,172.0,295.0
Daejeon,2005-03-01,14.1,1009.8,53.4,2.5,131.2,348.5
Daejeon,2005-04-01,20.9,996.3,50.4,1.98,154.2,378.1
Daejeon,2005-05-01,22.6,1006.0,63.6,2.16,178.9,407.8
Daejeon,2005-06-01,27.5,998.0,60.3,2.39,164.3,496.6
Daejeon,2005-07-01,29.1,998.3,68.7,2.1,201.4,665.4
Daejeon,2005-08-01,28.2,1007.0,70.9,1.98,280.6,562.4
Daejeon,2005-09-01,18.5,1001.5,75.7,2.25,243.5,594.2
Daejeon,2005-10-01,19.5,997.6,77.7,1.78,184.3,368.9
Daejeon,2005-11-01,15.6,1004.8,83.6,2.15,180.0,362.0
Daejeon,2005-12-01,10.9,1001.6,68.1,2.86,217.5,282.1
Daejeon,2006-01-01,8.9,993.1,63.5,2.33,159.8,244.4
Daejeon,2006-02-01,8.9,1002.6,61.2,1.61,113.9,191.5
Daejeon,2006-03-01,14.1,1008.6,53.3,1.97,146.9,153.8
Daejeon,2006-04-01,18.2,1005.1,53.2,2.12,161.9,308.2
Daejeon,2006-05-01,22.9,996.0,53.0,2.66,200.9,406.5
Daejeon,2006-06-01,27.8,1001.9,64.5,2.67,229.5,584.2
Daejeon,2006-07-01,31.1,1003.7,60.2,2.48,233.3,584.2
Daejeon,2006-08-01,28.2,1010.1,75.2,3.07,244.2,580.2
Daejeon,2006-09-01,23.0,1005.0,71.5,2.26,217.8,586.2
Daejeon,2006-10-01,16.2,1005.4,72.2,3.05,228.4,532.5
Daejeon,2006-11-01,9.3,1008.5,74.2,2.45,173.1,368.6
Daejeon,2006-12-01,9.8,1007.9,73.3,1.72,149.9,483.9
Daejeon,2007-01-01,7.1,1009.1,60.2,2.36,128.6,312.8
Daejeon,2007-02-01,6.6,1008.4,57.9,2.82,135.5,364.6
Daejeon,2007-03-01,13.6,1010.2,54.4,2.96,142.9,242.2
Daejeon,2007-04-01,18.4,1001.7,50.5,2.74,119.1,296.9
Daejeon,2007-05-01,24.3,1003.0,56.2,2.07,128.8,448.6
Daejeon,2007-06-01,23.8,1012.2,54.6,2.43,179.5,492.5
Daejeon,2007-07-01,25.6,1006.6,63.3,2.85,201.9,568.7
Daejeon,2007-08-01,28.1,1004.4,71.0,3.01,258.1,618.7
Daejeon,2007-09-01,25.7,1004.8,82.5,1.17,227.1,622.0
Daejeon,2007-10-01,16.0,995.7,78.4,2.87,198.1,521.3
Daejeon,2007-11-01,13.4,996.0,69.6,2.32,186.8,361.0
Daejeon,2007-12-01,9.6,1005.8,74.5,2.69,104.4,202.8
Daejeon,2008-01-01,7.7,998.6,67.0,1.86,137.7,131.4
Daejeon,2008-02-01,7.0,997.1,59.8,1.8,77.6,227.1
Daejeon,2008-03-01,13.7,999.0,53.7,1.87,106.9,249.5
Daejeon,2008-04-01,22.9,1001.3,48.0,2.74,138.8,298.5
Daejeon,2008-05-01,20.8,1005.2,54.9,2.3,137.0,432.4
Daejeon,2008-06-01,27.9,1002.5,55.4,2.27,195.9,523.8
Daejeon,2008-07-01,27.4,1003.5,62.3,1.64,234.0,586.8
Daejeon,2008-08-01,26.8,997.8,72.4,2.49,257.0,550.7
Daejeon,2008-09-01,20.1,1009.0,72.3,2.49,216.0,542.6
Daejeon,2008-10-01,15.5,1000.2,73.3,2.51,194.4,494.6
Daejeon,2008-11-01,16.1,1001.0,80.7,2.5,206.9,421.7
Daejeon,2008-12-01,7.0,1002.7,66.7,2.12,156.2,336.6
Daejeon,2009-01-01,6.4,1011.0,63.2,3.2,104.5,278.3
Daejeon,2009-02-01,10.6,1004.0,59.0,2.66,113.5,247.9
Daejeon,2009-03-01,13.3,997.5,53.9,2.08,94.9,182.8
Daejeon,2009-04-01,17.8,1001.3,57.1,2.82,169.9,371.3
Daejeon,2009-05-01,25.8,995.7,51.9,2.29,196.3,464.5
Daejeon,2009-06-01,26.3,1006.8,57.8,2.83,205.8,361.6
Daejeon,2009-07-01,26.8,998.5,64.9,2.89,207.7,555.9
Daejeon,2009-08-01,28.1,1008.1,73.5,1.67,226.8,621.8
Daejeon,2009-09-01,25.6,1002.0,79.3,2.76,195.2,538.8
Daejeon,2009-10-01,18.1,1006.2,71.1,2.32,220.0,534.7
Daejeon,2009-11-01,11.9,1002.6,71.3,2.57,179.8,367.2
Daejeon,2009-12-01,8.5,1005.6,68.5,2.64,163.8,435.3
Daejeon,2010-01-01,5.4,1004.1,61.6,3.02,140.6,372.6
Daejeon,2010-02-01,6.7,1005.7,56.4,2.32,90.5,219.4
Daejeon,2010-03-01,13.0,1004.9,51.8,2.08,72.8,269.3
Daejeon,2010-04-01,19.1,1012.5,53.5,2.45,159.0,204.9
Daejeon,2010-05-01,19.0,1003.6,56.0,2.31,224.8,407.9
Daejeon,2010-06-01,23.8,999.1,52.9,2.35,215.2,459.8
Daejeon,2010-07-01,28.1,1000.3,75.7,1.99,226.7,452.7
Daejeon,2010-08-01,23.6,1005.2,69.7,1.97,236.2,536.6
Daejeon,2010-09-01,21.9,1004.6,83.3,2.25,211.9,603.9
Daejeon,2010-10-01,15.9,1008.7,81.3,2.37,229.9,421.3
Daejeon,2010-11-01,13.7,1004.3,75.8,2.73,184.9,373.5
Daejeon,2010-12-01,8.4,1005.4,71.6,2.81,169.0,356.0
Daejeon,2011-01-01,9.7,1007.1,64.6,2.11,126.7,139.6
Daejeon,2011-02-01,7.8,1002.2,59.1,2.38,108.8,173.6
Daejeon,2011-03-01,9.6,997.7,56.1,2.36,154.8,264.0
Daejeon,2011-04-01,17.2,1003.1,52.7,3.48,139.7,337.0
Daejeon,2011-05-01,23.8,999.2,54.4,2.81,166.1,255.2
Daejeon,2011-06-01,25.4,1002.1,58.5,1.75,205.8,511.8
Daejeon,2011-07-01,27.2,1003.3,66.6,2.4,208.4,552.8
Daejeon,2011-08-01,27.4,1003.7,65.3,2.43,260.3,640.8
Daejeon,2011-09-01,21.7,1005.9,77.2,2.32,229.0,552.8
Daejeon,2011-10-01,14.2,1006.0,72.2,2.26,256.2,550.6
Daejeon,2011-11-01,13.6,1000.3,78.2,2.63,178.6,314.3
Daejeon,2011-12-01,8.9,1006.1,68.9,2.23,136.7,377.9
Daejeon,2012-01-01,10.2,1007.7,54.8,2.05,113.3,219.2
Daejeon,2012-02-01,9.6,1002.0,57.9,2.73,144.9,204.3
Daejeon,2012-03-01,13.9,1002.3,51.8,2.9,94.1,208.3
Daejeon,2012-04-01,19.3,1005.0,48.1,2.14,143.5,377.6
Daejeon,2012-05-01,21.7,1004.5,57.0,2.26,200.8,469.7
Daejeon,2012-06-01,24.8,1002.1,56.4,2.62,203.6,540.3
Daejeon,2012-07-01,27.1,997.1,64.7,2.21,271.8,471.7
Daejeon,2012-08-01,25.5,1003.3,77.2,1.67,197.0,547.8
Daejeon,2012-09-01,22.6,1009.4,79.0,2.08,210.6,564.6
Daejeon,2012-10-01,20.7,1002.9,82.6,2.1,175.7,453.4
Daejeon,2012-11-01,14.0,997.9,78.6,2.18,228.9,513.9
Daejeon,2012-12-01,8.3,1006.7,71.6,2.32,163.9,268.0
Daejeon,2013-01-01,7.2,1006.8,65.2,1.97,121.3,157.5
Daejeon,2013-02-01,8.7,1004.8,62.6,2.45,138.2,291.6
Daejeon,2013-03-01,10.4,1010.7,46.4,2.15,100.3,305.8
Daejeon,2013-04-01,16.4,1008.0,55.2,2.4,175.5,269.7
Daejeon,2013-05-01,21.9,1001.1,51.2,3.09,136.9,322.7
Daejeon,2013-06-01,27.9,1006.4,61.5,2.07,216.8,476.0
Daejeon,2013-07-01,27.2,1008.0,68.6,2.2,258.0,583.8
Daejeon,2013-08-01,27.2,1001.6,70.7,2.61,268.9,598.5
Daejeon,2013-09-01,22.5,1006.7,73.5,2.52,229.0,508.6
Daejeon,2013-10-01,20.8,1001.3,81.8,2.42,181.1,478.9
Daejeon,2013-11-01,12.2,996.1,82.8,2.3,164.0,383.3
Daejeon,2013-12-01,10.5,1006.7,75.4,2.6,162.5,261.1
Daejeon,2014-01-01,4.8,1007.9,60.9,2.94,137.3,180.1
Daejeon,2014-02-01,10.4,999.5,59.4,2.24,163.1,92.6
Daejeon,2014-03-01,15.3,1000.5,53.2,1.88,125.3,275.1
Daejeon,2014-04-01,16.4,998.0,49.4,2.62,156.9,357.4
Daejeon,2014-05-01,21.5,996.7,55.3,2.8,162.1,448.9
Daejeon,2014-06-01,25.8,1005.4,54.9,2.11,200.7,498.5
Daejeon,2014-07-01,27.3,1003.1,64.5,2.71,218.1,648.0
Daejeon,2014-08-01,27.7,1002.9,69.9,2.6,272.2,614.6
Daejeon,2014-09-01,21.7,1005.3,76.9,1.95,237.5,534.1
Daejeon,2014-10-01,19.4,1002.6,78.5,1.71,243.5,470.7
Daejeon,2014-11-01,14.1,1004.5,80.8,2.35,207.2,456.1
Daejeon,2014-12-01,12.0,1007.6,66.8,1.82,144.2,497.6
Daejeon,2015-01-01,6.8,1009.3,68.0,2.9,106.8,253.9
Daejeon,2015-02-01,11.6,996.7,59.2,2.73,110.6,204.3
Daejeon,2015-03-01,15.2,1004.4,56.4,1.89,151.9,97.4
Daejeon,2015-04-01,18.0,1007.5,59.4,2.21,118.1,352.3
Daejeon,2015-05-01,19.9,1002.7,58.0,3.19,180.2,443.2
Daejeon,2015-06-01,27.8,1000.2,54.8,2.16,228.0,581.0
Daejeon,2015-07-01,29.6,1009.9,67.6,2.02,206.5,615.6
Daejeon,2015-08-01,25.8,1002.4,72.9,2.19,265.4,600.6
Daejeon,2015-09-01,23.3,1004.3,72.1,2.86,242.4,498.0
Daejeon,2015-10-01,17.3,998.6,73.1,1.15,206.7,629.2
Daejeon,2015-11-01,11.4,998.6,70.8,2.33,186.3,439.8
Daejeon,2015-12-01,9.4,1006.1,65.8,1.65,148.4,235.1
Daejeon,2016-01-01,7.1,1004.0,61.7,2.45,137.1,164.3
Daejeon,2016-02-01,8.6,1005.0,61.3,2.68,157.4,218.0
Daejeon,2016-03-01,14.5,1002.5,56.3,2.6,163.8,146.3
Daejeon,2016-04-01,13.9,1003.7,51.9,1.71,151.8,313.9
Daejeon,2016-05-01,21.0,1007.5,51.0,2.18,167.1,366.2
Daejeon,2016-06-01,24.6,1003.4,56.3,2.18,206.4,619.5
Daejeon,2016-07-01,26.3,1001.1,68.7,3.2,231.7,598.3
Daejeon,2016-08-01,25.7,1000.4,75.7,1.96,216.9,554.4
Daejeon,2016-09-01,22.6,1004.6,78.2,2.22,226.1,645.0
Daejeon,2016-10-01,16.8,1004.0,78.1,2.82,269.9,485.6
Daejeon,2016-11-01,10.9,998.9,77.7,2.48,183.5,359.0
Daejeon,2016-12-01,12.6,1006.0,60.9,2.19,117.2,297.1
Daejeon,2017-01-01,5.0,1005.5,70.5,2.21,166.9,287.0
Daejeon,2017-02-01,8.9,1000.8,53.0,2.25,117.4,228.4
Daejeon,2017-03-01,13.0,1003.4,53.7,2.32,150.2,196.1
Daejeon,2017-04-01,19.1,1002.4,53.3,2.25,159.3,414.7
Daejeon,2017-05-01,24.8,999.2,58.9,2.69,186.9,380.3
Daejeon,2017-06-01,29.5,1002.7,57.6,2.56,228.4,443.1
Daejeon,2017-07-01,28.1,1004.6,63.2,1.62,288.8,541.9
Daejeon,2017-08-01,24.4,995.0,70.8,2.74,234.1,650.5
Daejeon,2017-09-01,22.0,1003.3,75.6,1.35,227.3,474.0
Daejeon,2017-10-01,20.5,1000.3,73.5,2.12,151.1,551.8
Daejeon,2017-11-01,15.7,994.9,75.6,2.65,176.6,389.1
Daejeon,2017-12-01,7.7,1004.7,71.0,2.66,194.0,218.2
Daejeon,2018-01-01,8.9,1002.6,72.1,2.43,112.2,260.4
Daejeon,2018-02-01,9.7,1000.1,57.4,2.57,144.5,168.5
Daejeon,2018-03-01,15.5,1007.8,54.0,2.85,128.7,191.8
Daejeon,2018-04-01,19.4,1008.7,51.1,2.03,164.5,356.9
Daejeon,2018-05-01,21.8,1002.4,50.3,1.98,187.8,457.5
Daejeon,2018-06-01,25.8,1007.1,59.8,1.84,195.9,500.0
Daejeon,2018-07-01,30.1,996.7,67.7,1.97,230.4,737.7
Daejeon,2018-08-01,25.3,1011.1,67.6,2.54,230.2,561.4
Daejeon,2018-09-01,23.5,1004.2,76.0,2.59,250.6,530.5
Daejeon,2018-10-01,18.4,1008.0,74.5,2.24,200.7,486.1
Daejeon,2018-11-01,12.1,1010.8,79.4,2.77,176.3,362.6
Daejeon,2018-12-01,10.3,1006.6,70.6,2.75,149.2,260.0
Daejeon,2019-01-01,6.9,1001.6,60.0,2.04,138.9,225.7
Daejeon,2019-02-01,9.4,1005.4,58.2,1.74,81.6,194.9
Daejeon,2019-03-01,12.4,1011.9,53.6,2.25,124.1,269.9
Daejeon,2019-04-01,17.2,997.5,53.4,2.04,176.9,279.5
Daejeon,2019-05-01,20.4,1011.8,53.1,2.35,260.0,345.1
